,titulo,resumo,sessao,data,portal,link,sentiment,proba_positiva,proba_negativa
121,"Tensão, divergências e raiva, um retrato da cúpula da UE",Líderes europeus chegaram a acordo sobre fundo de resgate da economia do bloco após a pandemia. , Economia ,2020-07-21 09:31:27.893040,G1,https://g1.globo.com/economia/noticia/2020/07/21/tensao-divergencias-e-raiva-um-retrato-da-cupula-da-ue.ghtml,1,0.566961198628316,0.43303880137168405
122,Pacientes não conseguem remarcar consultas em parte das UBSs da cidade de SP um mês após volta do reagendamento,"Levantamento com 25 Unidades Básicas de Saúde mostrou que 11 ainda não remarcam consultas, apesar de secretário de Saúde ter anunciado remarcação há um mês; secretaria disse que vai apurar as reclamações dos pacientes e se compromete a atender a demanda.", São Paulo ,2020-07-21 09:31:27.893701,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/21/pacientes-nao-conseguem-remarcar-consultas-em-parte-das-ubss-da-cidade-de-sp-um-mes-apos-volta-do-reagendamento.ghtml,1,0.7172520489929058,0.28274795100709416
123,Irã registra recorde de mortos por Covid-19 em 24h,"A pandemia está em ascensão desde o início de maio no país, tanto em termos de número de mortes quanto de novas infecções.
", Coronavírus ,2020-07-21 09:31:27.894359,G1,https://g1.globo.com/bemestar/coronavirus/noticia/2020/07/21/ira-registra-recorde-de-mortos-por-covid-19-em-24h.ghtml,1,0.5044499507394014,0.49555004926059865
124,"Dólar fecha em queda, a R$ 5,20","Moeda norte-americana encerrou o dia em queda de 2,49%, vendida a  R$ 5,2097 - menor cotação em quase um mês.", Economia ,2020-07-21 09:31:27.894845,G1,https://g1.globo.com/economia/noticia/2020/07/21/dolar.ghtml,1,0.5922242389685661,0.40777576103143387
125,Petrobras tem decisão final favorável em disputa sobre PIS e Cofins pagos a mais,"De acordo com a Petrobras, teria havido cobrança além do devido em razão da inclusão do ICMS na base de cálculo das contribuições a partir de outubro de 2001.", Economia ,2020-07-21 08:31:27.895186,G1,https://g1.globo.com/economia/noticia/2020/07/21/petrobras-tem-decisao-final-favoravel-em-disputa-sobre-pis-e-cofins-pagos-a-mais.ghtml,1,0.5781985571692966,0.4218014428307034
126,Preços do petróleo sobem para máximas desde início de março com esperança de vacina,"O Brent registrava o maior ganho diário desde meados de junho, enquanto o WTI também marcava o maior avanço em um dia em um mês.", Economia ,2020-07-21 08:31:27.895680,G1,https://g1.globo.com/economia/noticia/2020/07/21/precos-do-petroleo-sobem-para-maximas-desde-inicio-de-marco-com-esperanca-de-vacina.ghtml,1,0.8931404508012593,0.10685954919874074
127,'Meu marido morreu de Covid-19 e só encontrei seu corpo quase quatro meses depois',"Caso ilustra caos em Guayaquil, onde pandemia criou colapso de necrotérios e cemitérios; Silvia Guzmán chegou a organizar protesto nas ruas para reaver corpo.", Coronavírus ,2020-07-21 08:31:27.896323,G1,https://g1.globo.com/bemestar/coronavirus/noticia/2020/07/21/meu-marido-morreu-de-covid-19-e-so-encontrei-seu-corpo-quase-quatro-meses-depois.ghtml,0,0.32850667211993767,0.6714933278800623
128,Polícia Civil de SP prende suspeitos de lavagem de dinheiro do tráfico com a compra de padarias,"Segundo delegados, investigação identificou a atuação do PCC.", São Paulo ,2020-07-21 08:31:27.896813,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/21/policia-civil-de-sp-prende-suspeitos-de-lavagem-de-dinheiro-do-trafico-com-a-compra-de-padarias.ghtml,1,0.8931404508012593,0.10685954919874074
129,Ingressos para show drive-in de Maiara e Maraisa variam entre R$ 525 a R$ 875,"Arena Session, no Allianz Parque, estende programação e anuncia novas atrações, que inclui, além da apresentação da dupla sertaneja, a gravação de DVD do Grupo Pixote e o KondZilla Fest.", Música ,2020-07-21 08:31:27.897473,G1,https://g1.globo.com/pop-arte/musica/noticia/2020/07/21/ingressos-para-show-drive-in-de-maiara-e-maraisa-variam-entre-r-525-a-r-875.ghtml,1,0.6469795854589222,0.3530204145410778
130,"VÍDEOS: Bom Dia Rio de terça-feira, 21 de julho",, Rio de Janeiro ,2020-07-21 08:31:27.898148,G1,https://g1.globo.com/rj/rio-de-janeiro/edicao/2020/07/21/videos-bom-dia-rio-de-terca-feira-21-de-julho.ghtml,1,0.5439839282108896,0.4560160717891104
131,"‘A qualidade de vida que o mundo te nega’, diz moradora do Complexo da Maré sobre aulas de ioga na pandemia","Instituto Yoga Na Maré, que leva aulas gratuitas há quase cinco anos sobre a técnica asiática para os moradores do complexo, manteve atividades durante a quarentena com ensino on-line.", Rio de Janeiro ,2020-07-21 08:31:27.898778,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/a-qualidade-de-vida-que-o-mundo-te-nega-diz-moradora-do-complexo-da-mare-sobre-aulas-de-ioga-na-pandemia.ghtml,0,0.419322091368346,0.580677908631654
132,Via Varejo divulga dados sobre vendas online após publicação no Twitter,"Ações da companhia dispararam após a divulgação dos números na conta oficial no Twitter, fechando a R$ 21,17, em alta de 7,35%; Comissão de Valores Mobiliários (CVM) afirmou que o assunto estava sendo analisado em processo administrativo. ", Economia ,2020-07-21 08:31:27.899279,G1,https://g1.globo.com/economia/noticia/2020/07/21/via-varejo-divulga-dados-sobre-vendas-online-apos-publicacao-no-twitter.ghtml,1,0.5983730642011168,0.4016269357988832
133,Cade aprova aquisição do Grupo Athenas pela Yduqs,"A Yduqs anunciou no começo do mês passado a compra da Athenas, grupo educacional com unidades em Rondônia, Acre e Mato Grosso.    ", Economia ,2020-07-21 08:31:27.899619,G1,https://g1.globo.com/economia/noticia/2020/07/21/cade-aprova-aquisicao-do-grupo-athenas-pela-yduqs.ghtml,1,0.8195773713814157,0.18042262861858427
134,Moradores de comunidades do Rio relatam falta de água em plena pandemia ,Em Manguinhos e na Rocinha há denúncias de falta de abastecimento há semanas., Rio de Janeiro ,2020-07-21 08:31:27.900297,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/moradores-de-comunidades-do-rio-relatam-falta-de-agua-em-plena-pandemia.ghtml,1,0.8195773713814157,0.18042262861858427
135,Nuvem de gafanhotos se reaproxima do Brasil e bombardeio de agrotóxico gera apreensão,Possível aproximação de nuvem de gafanhoto gera preocupação sobre medida definida para combater os insetos., Rio Grande do Sul ,2020-07-21 08:31:27.900972,G1,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2020/07/21/nuvem-de-gafanhotos-se-reaproxima-do-brasil-e-bombardeio-de-agrotoxico-gera-apreensao.ghtml,1,0.8195773713814157,0.18042262861858427
136,Ações da China fecham em alta com esperanças sobre vacina impulsionando setor de saúde,"Esperanças globais estão mais fortes em relação a uma vacina contra o coronavírus, mas a realização de lucros depois do salto da sessão anterior limitou os ganhos.", Economia ,2020-07-21 08:31:27.901323,G1,https://g1.globo.com/economia/noticia/2020/07/21/acoes-da-china-fecham-em-alta-com-esperancas-sobre-vacina-impulsionando-setor-de-saude.ghtml,1,0.8495412438232033,0.15045875617679672
137,Trabalhadores reclamam de filas em agências do Rio Poupa Tempo ,Demanda por serviços aumentou e horário de funcionamento foi reduzido com a pandemia. Secretaria de Trabalho diz que agência volta a atender das 8h às 17h., Rio de Janeiro ,2020-07-21 08:31:27.901978,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/trabalhadores-reclamam-de-filas-em-agencias-do-rio-poupa-tempo.ghtml,1,0.8195773713814157,0.18042262861858427
138,Deputados pedem investigação sobre ingerência russa na campanha do Brexit,"Este relatório de 55 páginas conclui que a influência russa no Reino Unido é o 'novo normal' e que essa situação foi 'seriamente subestimada'.
", Mundo ,2020-07-21 07:31:27.902649,G1,https://g1.globo.com/mundo/noticia/2020/07/21/deputados-pedem-investigacao-sobre-ingerencia-russa-na-campanha-do-brexit.ghtml,1,0.8195773713814157,0.18042262861858427
139,A experiência de confinamento que terminou com participantes quase mortos de fome e sem oxigênio,"Em 1991, ambicioso projeto colocou 8 cientistas vivendo em ecossistema artificial dentro de redoma gigante de vidro, para testar se essas condições permitiriam viver em outros planetas.", Ciência e Saúde ,2020-07-21 07:31:27.903137,G1,https://g1.globo.com/ciencia-e-saude/noticia/2020/07/21/a-experiencia-de-confinamento-que-terminou-com-participantes-quase-mortos-de-fome-e-sem-oxigenio.ghtml,1,0.7634117600790148,0.2365882399209852
140,Naldo Benny tem conta no Instagram hackeada: 'Infelizmente existe inveja',"Durante a madrugada, imagens com conteúdo pornográfico apareceram na página do cantor na rede social. Naldo se desculpou com seguidores após recuperar a conta.", Pop & Arte ,2020-07-21 07:31:27.903783,G1,https://g1.globo.com/pop-arte/noticia/2020/07/21/naldo-benny-tem-conta-no-instagram-hackeada-infelizmente-existe-inveja.ghtml,0,0.44569837290870823,0.5543016270912917
141,Taxa de leitos ocupados por Covid-19 cai para 30% na rede privada; hospital da Zona Sul tem ala vazia após 137 dias ,"Em maio, percentual chegou a 97%. Apesar da queda, médicos alertam que pandemia ainda terminou. ", Rio de Janeiro ,2020-07-21 07:31:27.904449,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/taxa-de-leitos-ocupados-por-covid-19-cai-para-30percent-na-rede-privada-hospital-da-zona-sul-tem-ala-vazia-apos-137-dias.ghtml,0,0.4668601216982183,0.5331398783017818
142,Produção de minério da Vale cresce no 2º tri apesar de Covid-19; vendas caem ante 2019,"Empresa estima uma perda de produção adicional, devido à pandemia, de 6,3 milhões de toneladas de minério de ferro no segundo semestre.", Economia ,2020-07-21 07:31:27.904934,G1,https://g1.globo.com/economia/noticia/2020/07/21/producao-de-minerio-da-vale-cresce-no-2o-tri-apesar-de-covid-19-vendas-caem-ante-2019.ghtml,0,0.49443980653531105,0.505560193464689
143,Começa julgamento do ex-presidente sudanês Omar al-Bashir,"Julgamento é  considerado sem precedentes no mundo árabe, já que, na história recente, o autor de um golpe de Estado bem-sucedido nunca foi processado.", Mundo ,2020-07-21 07:31:27.905449,G1,https://g1.globo.com/mundo/noticia/2020/07/21/comeca-julgamento-do-ex-presidente-sudanes-omar-al-bashir.ghtml,1,0.6794612475152759,0.3205387524847241
144,Voluntários começam a receber nesta terça 1ª dose da vacina contra Covid-19 do laboratório chinês,"Doses da vacina produzida pelo laboratório Sinovac chegaram ao aeroporto de Cumbica na madrugada desta segunda, dois dias após a data prevista inicialmente. Testes começam em profissionais de saúde no Hospital das Clínicas de São Paulo.", São Paulo ,2020-07-21 06:31:27.906100,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/21/voluntarios-comecam-a-receber-nesta-terca-1o-dose-da-vacina-contra-covid-19-do-laboratorio-chines.ghtml,1,0.6386439535428898,0.36135604645711017
145,Moradores denunciam furtos de cabos de energia e telefonia em diversas regiões do Rio,"Pacientes do Hospital Cardoso Fontes ficaram sem comunicação com familiares após os episódios. Vias de grande movimentação, como a Linha Vermelha, também são afetadas pelos furtos. ", Rio de Janeiro ,2020-07-21 06:31:27.906761,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/moradores-denunciam-furtos-de-cabos-de-energia-e-telefonia-em-diversas-regioes-do-rio.ghtml,1,0.8195773713814157,0.18042262861858427
146,Funcionários do Hospital Adão Pereira Nunes reclamam de falta de pagamento e de informações sobre contratações,Prefeitura de Duque de Caxias assumiu a unidade na semana passada. Trabalhadores dizem que não recebem há dois meses., Rio de Janeiro ,2020-07-21 06:31:27.907424,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/funcionarios-do-hospital-adao-pereira-nunes-reclamam-de-falta-de-pagamento-e-de-informacoes-sobre-contratacoes.ghtml,1,0.8195773713814157,0.18042262861858427
147,Honduras apreende mais de 800 kg de cocaína vindos da América do Sul,Militares e criminosos trocaram tiros no momento em que avião pousou em pista clandestina. Ninguém foi preso.  , Mundo ,2020-07-21 06:31:27.907909,G1,https://g1.globo.com/mundo/noticia/2020/07/21/honduras-apreende-mais-de-800-kg-de-cocaina-vindos-da-america-do-sul.ghtml,1,0.794924791313901,0.20507520868609896
148,Incêndio atinge indústria na Zona Oeste de SP,"Fogo atingiu galpão na Av. Ermano Marchetti, na Lapa, na manhã desta terça (21).", São Paulo ,2020-07-21 06:31:27.908570,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/21/incendio-atinge-industria-na-zona-oeste-de-sp.ghtml,1,0.5983730642011168,0.4016269357988832
149,Polícia Civil do RJ prende nove em operação contra piratas de cursinhos; hackers faturaram R$ 15 milhões,"Equipes saíram para cumprir mandados na capital, Nova Iguaçu, Niterói, São Gonçalo, Saquarema, Araruama e nas cidades mineiras de Juiz de Fora e Borda da Mata.", Rio de Janeiro ,2020-07-21 06:31:27.909224,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/operacao-no-rj-mira-pirataria-de-cursinhos-preparatorios-para-concursos.ghtml,1,0.7593016126531829,0.24069838734681714
150,"Volta às aulas no Rio é ‘prematura’, diz Fiocruz ","Fundação informou que teme crescimento do número de casos e mortes de Covid-19. Crivella anunciou na segunda-feira que o retorno na rede privada, no dia 3 de agosto, é facultativo e terá 'regras rígidas'. ", Rio de Janeiro ,2020-07-21 06:31:27.909884,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/volta-as-aulas-no-rio-e-prematura-diz-fiocruz.ghtml,0,0.024294612890651737,0.9757053871093483
151,Vacinas são maior esperança,Corrida promete conquista comparável ao pouso na Lua ou ao sequenciamento do genoma, Blog do Helio Gurovitz ,2020-07-21 06:31:27.910384,G1,https://g1.globo.com/mundo/blog/helio-gurovitz/post/2020/07/21/vacinas-sao-maior-esperanca.ghtml,1,0.5517645420922082,0.44823545790779185
152,Aprendizados da pandemia sobre os cuidados com idosos ,Doutora em enfermagem destaca a importância da comunicação e do atendimento personalizado , Blog Longevidade: modo de usar ,2020-07-21 05:31:27.910870,G1,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2020/07/21/aprendizados-da-pandemia-sobre-os-cuidados-com-idosos.ghtml,1,0.8495412438232033,0.15045875617679672
153,Enfermeira diz que rotina de cuidados com Covid-19 em hospital de SP segue e relata aumento na procura por outras especialidades,"Rayssa Martins trabalha no PS do Hospital Municipal Balneário São José. Ao G1, ela disse que percebeu aumento de outras queixas hospitalares.", São Paulo ,2020-07-21 05:31:27.911374,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/21/enfermeira-diz-que-rotina-de-cuidados-com-covid-19-em-hospital-de-sp-segue-e-relata-aumento-na-procura-por-outras-especialidades.ghtml,0,0.3317919849867027,0.6682080150132973
154,'Watch Dogs: Legion' inova ao permitir que jogadores controlem qualquer personagem; G1 jogou,"Novidade na franquia era arriscada, mas demo do game mostra possibilidades abertas. Jogo sobre hackers revolucionários deve ser lançado em 29 de outubro.", Games ,2020-07-21 05:31:27.912009,G1,https://g1.globo.com/pop-arte/games/noticia/2020/07/21/watch-dogs-legion-inova-ao-permitir-que-jogadores-controlem-qualquer-personagem-g1-jogou.ghtml,1,0.5983730642011168,0.4016269357988832
155,Primeira parte da proposta de reforma tributária do governo chega nesta terça ao Congresso,"Texto prevê apenas unificação de PIS e Cofins, sem incluir tributos locais nem ceder receita a estados e municípios. Outras mudanças anunciadas ficarão para 'segunda fase'.", Economia ,2020-07-21 05:31:27.912677,G1,https://g1.globo.com/economia/noticia/2020/07/21/primeira-parte-da-proposta-de-reforma-tributaria-do-governo-chega-nesta-terca-ao-congresso.ghtml,1,0.8195773713814157,0.18042262861858427
156,Bolsonaro sanciona com vetos lei que autoriza sorteios em TV aberta e rádio,"Regras já estavam em vigor desde que medida provisória foi editada, em março. Planalto vetou ampliação da participação por telefone e distribuição gratuita de prêmios sem aval prévio.", Política ,2020-07-21 02:31:27.913016,G1,https://g1.globo.com/politica/noticia/2020/07/21/bolsonaro-sanciona-com-vetos-lei-que-autoriza-sorteios-em-tv-aberta-e-radio.ghtml,1,0.8823247091778416,0.11767529082215844
157,"Discos para descobrir em casa – 'Sueli Costa', Sueli Costa, 1977",, Blog do Mauro Ferreira ,2020-07-21 00:31:27.913492,G1,https://g1.globo.com/pop-arte/musica/blog/mauro-ferreira/post/2020/07/21/discos-para-descobrir-em-casa-sueli-costa-sueli-costa-1977.ghtml,1,0.5983730642011168,0.4016269357988832
158,"Auxílio Emergencial: Caixa paga 4ª parcela a 1,9 milhão de beneficiários do Bolsa Família com NIS final 2 nesta terça","Para os demais trabalhadores, quarta parcela começa a ser paga na quarta-feira (22). ", Economia ,2020-07-20 23:31:27.914146,G1,https://g1.globo.com/economia/noticia/2020/07/21/auxilio-emergencial-caixa-paga-4a-parcela-a-19-milhao-de-beneficiarios-do-bolsa-familia-com-nis-final-2-nesta-terca.ghtml,1,0.8896506147145723,0.1103493852854277
159,"Preços de venda e aluguel de imóveis comerciais têm queda em junho, aponta Fipe","Em 12 meses, alugueis recuaram 0,57%, e preço médio de vendas, 2,27%. ", Economia ,2020-07-20 23:31:27.914643,G1,https://g1.globo.com/economia/noticia/2020/07/21/precos-de-venda-e-aluguel-de-imoveis-comerciais-tem-queda-em-junho-aponta-fipe.ghtml,1,0.6498835279549149,0.3501164720450851
160,Toffoli nega rever decisão que restringiu operações policiais no Rio durante a pandemia ,"Tema está em julgamento no plenário virtual, lembrou presidente do STF. Ministro Edson Fachin suspendeu ações em comunidades, com exceção para 'hipóteses absolutamente excepcionais'.", Rio de Janeiro ,2020-07-20 22:31:27.915300,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/20/toffoli-nega-pedido-para-rever-decisao-de-fachin-que-restringiu-operacoes-policiais-no-rio-durante-a-pandemia.ghtml,1,0.6362386980953374,0.3637613019046626
161,Trump passa a defender uso de máscaras como 'patriotismo' ante avanço da Covid-19,"'Estamos unidos em nosso esforço para vencer o invisível vírus da China e muitas pessoas dizem que é patriótico usar uma máscara quando não se pode respeitar o distanciamento social', escreveu o presidente dos EUA em seu perfil no Twitter. ", Mundo ,2020-07-20 22:31:27.915949,G1,https://g1.globo.com/mundo/noticia/2020/07/20/trump-passa-a-defender-uso-de-mascaras-como-patriotismo-ante-avanco-da-covid-19.ghtml,0,0.4656848842203871,0.5343151157796129
162,Sérgio Cabral tem negado pela Justiça do RJ pedido para ficar em prisão domiciliar ,"Advogados de defesa do ex-governador alegaram que ele é diabético e, por isso, estaria correndo risco durante a pandemia do novo coronavírus.", Rio de Janeiro ,2020-07-20 21:31:27.916615,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/20/sergio-cabral-tem-negado-pela-justica-do-rj-pedido-para-ficar-em-prisao-domiciliar.ghtml,1,0.6618938677642664,0.3381061322357336
163,Polícia prende homem condenado a aplicar golpes em idosos em Niterói  ,"Foragido desde 2008, o homem tem pena de prisão de 33 anos em regime fechado. Preso também é condenado pela morte de um homem.", Rio de Janeiro ,2020-07-20 21:31:27.917106,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/20/policia-prende-homem-condenado-a-aplicar-golpes-em-idosos-em-niteroi.ghtml,1,0.5983730642011168,0.4016269357988832
164,"Nuvem de gafanhotos não se desloca em direção ao Brasil, diz Ministério","Nota veio após a Secretaria da Agricultura do RS afirmar que nuvem se aproxima da fronteira brasileira e que aumento da temperatura pode facilitar entrada. Segundo ministério, clima não é único fator que determina chegada de insetos.", Agronegócios ,2020-07-20 21:31:27.917749,G1,https://g1.globo.com/economia/agronegocios/noticia/2020/07/20/nuvem-de-gafanhotos-nao-se-desloca-em-direcao-ao-brasil-diz-ministerio.ghtml,0,0.024294612890651737,0.9757053871093483
165,Comissão da OEA pede que governo brasileiro assegure proteção de povos indígenas na pandemia,Comissão Interamericana de Direitos Humanos (CIDH) pede que as autoridades brasileiras adotem medidas para prevenir a disseminação do novo coronavírus nos Yanomami e Ye'kwana., Mundo ,2020-07-20 21:31:27.918414,G1,https://g1.globo.com/mundo/noticia/2020/07/20/comissao-da-oea-pede-que-governo-brasileiro-assegure-protecao-de-povos-indigenas-na-pandemia.ghtml,1,0.5983730642011168,0.4016269357988832
166,Crivella anuncia que vai fechar 200 leitos de enfermaria do Hospital de Campanha do Riocentro,"Em live nesta segunda-feira (20), o prefeito do Rio anunciou que os atendimentos na unidade exclusiva para pacientes da Covid-19 não vão ser totalmente encerrados. Segundo ele, 300 leitos continuarão funcionando, além dos centros de cirurgia e imagem.", Rio de Janeiro ,2020-07-20 21:31:27.918900,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/20/crivella-anuncia-que-vai-fechar-200-leitos-de-enfermaria-do-hospital-de-campanha-do-riocentro.ghtml,1,0.8218312288157673,0.1781687711842327
167,Câmara aprova suspensão de parcelas do Minha Casa Minha Vida para faixa com menor renda,"Pagamento mensal de famílias que recebem até R$ 1,8 mil deve ser pausado por seis meses a partir da publicação da lei. Texto ainda será analisado pelo Senado.", Política ,2020-07-20 21:31:27.919560,G1,https://g1.globo.com/politica/noticia/2020/07/20/camara-aprova-suspensao-de-parcelas-do-minha-casa-minha-vida-para-faixa-com-menor-renda.ghtml,1,0.8931404508012593,0.10685954919874074
168,Argentina diz que não aceitará nova proposta de credores,"Os dois lados correm para chegar a um acordo antes do prazo de 4 de agosto, procurando evitar um impasse legal.", Economia ,2020-07-20 21:31:27.920217,G1,https://g1.globo.com/economia/noticia/2020/07/20/argentina-diz-que-nao-aceitara-nova-proposta-de-credores.ghtml,0,0.024294612890651737,0.9757053871093483
169,"Médicos, professores e bombeiros são os profissionais em que os brasileiros mais confiam, aponta Datafolha","Médicos aparecem com 35% da preferência dos entrevistados, seguidos dos professores e dos bombeiros.", Ciência e Saúde ,2020-07-20 20:31:27.920717,G1,https://g1.globo.com/ciencia-e-saude/noticia/2020/07/20/medicos-professores-e-bombeiros-sao-os-profissionais-em-que-os-brasileiros-mais-confiam-aponta-datafolha.ghtml,1,0.5983730642011168,0.4016269357988832
170,Por que o 'você sabe com quem está falando?' marca tanto o Brasil? Antropólogo e historiadora comentam casos recentes,"Roberto DaMatta e Lilia Schwarcz falam das origens da 'carteirada', flagrada em episódios com desembargador e engenheiro civil e sua mulher. Prática remonta à época do colonialismo. ", Rio de Janeiro ,2020-07-20 20:31:27.921377,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/20/por-que-o-voce-sabe-com-quem-esta-falando-marca-tanto-o-brasil-antropologo-e-historiadora-comentam-casos-recentes.ghtml,1,0.8495412438232033,0.15045875617679672
171,Banco do Brics aprova empréstimo de US$ 1 bilhão ao Brasil,O montante servirá ao pagamento do auxílio emergencial do governo federal a cerca de 5 milhões de pessoas., Economia ,2020-07-20 20:31:27.922021,G1,https://g1.globo.com/economia/noticia/2020/07/20/banco-do-brics-aprova-emprestimo-de-us-1-bilhao-ao-brasil.ghtml,1,0.8195773713814157,0.18042262861858427
172,Justiça de SP suspende portaria que proibia policiais civis de compartilharem notícias falsas e conteúdo de intolerância na web,"Na decisão liminar, a desembargadora Maria Cristina Zucchi considerou a norma inconstitucional e proibiu a execução de qualquer punição contra policiais civis baseada na portaria. Além das fakenews, a norma do delegado-geral proibiu o compartilhamento de conteúdo de intolerância e contra os valores da Constituição Federal de 1988.  ", São Paulo ,2020-07-20 20:31:27.922523,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/20/justica-de-sp-suspende-portaria-que-proibia-policiais-civis-de-compartilharem-noticias-falsas-na-internet.ghtml,1,0.6793266930675892,0.3206733069324108
173,"VÍDEOS: RJ2 de segunda-feira, 20 de julho  ",, Rio de Janeiro ,2020-07-20 20:31:27.923205,G1,https://g1.globo.com/rj/rio-de-janeiro/playlist/videos-rj2-de-segunda-feira-20-de-julho.ghtml,1,0.6247790084892223,0.3752209915107777
174,Perícia em corpo encontrado no carro de líder comunitária desaparecida na Zona Sul de SP pode demorar até 10 dias,"Vera Lúcia Santos desapareceu na quinta-feira (16), quando saía de uma das seis creches públicas que a instituição dela, a ONG Auriverde, administra na região do Grajaú. ", São Paulo ,2020-07-20 20:31:27.923901,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/20/pericia-em-corpo-encontrado-no-carro-de-lider-comunitaria-desaparecida-na-zona-sul-de-sp-pode-demorar-ate-10-dias.ghtml,1,0.7771932670792161,0.2228067329207839
175,Iabas e Governo do RJ criam cronograma para transferência da gestão dos hospitais de campanha,"Processo irá durar até 15 dias, mas não foi detalhado. Fundação Saúde reconheceu que deverá arcar com pagamentos de salários e serviços desde 2 de junho.", Rio de Janeiro ,2020-07-20 20:31:27.924580,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/20/iabas-e-governo-do-rj-criam-cronograma-para-transferencia-da-gestao-dos-hospitais-de-campanha.ghtml,1,0.7382382583054113,0.26176174169458866
176,"Associação vê risco à competição na possível aquisição de ativos móveis da Oi por Claro, Vivo e Tim",Entidade acredita que a concentração no setor e a concessão de benefícios a grandes grupos provocará a “destruição da competição nas telecomunicações”., Economia ,2020-07-20 20:31:27.925074,G1,https://g1.globo.com/economia/noticia/2020/07/20/associacao-ve-risco-a-competicao-na-possivel-aquisicao-de-ativos-moveis-da-oi-por-claro-vivo-e-tim.ghtml,1,0.5983730642011168,0.4016269357988832
177,Piloto de helicóptero que caiu abarrotado de cocaína dispensou ajuda de moradores e fugiu a pé,Homem fugiu para matagal e não foi localizado pelas equipes de Ibiúna. Polícia Federal de Sorocaba investiga o caso., Sorocaba e Jundiaí ,2020-07-20 19:31:27.925748,G1,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2020/07/20/piloto-de-helicoptero-que-caiu-lotado-com-droga-recusou-resgate-e-fugiu-ao-ver-viaturas-diz-gcm.ghtml,0,0.4299875147115477,0.5700124852884523
178,Credores da Argentina rejeitam oferta de reestruturação da dívida e fazem nova proposta,Três grupos de credores do país se recusaram a participar da proposta de reestruturação de cerca de US$ 66 bilhões em títulos da dívida feita pelo governo de Alberto Fernández. , Economia ,2020-07-20 19:31:27.926241,G1,https://g1.globo.com/economia/noticia/2020/07/20/credores-da-argentina-rejeitam-oferta-de-reestruturacao-da-divida-e-fazem-nova-proposta.ghtml,1,0.5983730642011168,0.4016269357988832
179,Vinte governadores assinam nota em apoio ao texto da relatora do Fundeb na Câmara ,, Blog do Gerson Camarotti ,2020-07-20 19:31:27.926872,G1,https://g1.globo.com/politica/blog/gerson-camarotti/post/2020/07/20/vinte-governadores-assinam-nota-em-apoio-ao-texto-da-relatora-do-fundeb-na-camara.ghtml,1,0.8195773713814157,0.18042262861858427
180,Prefeitura de São Paulo define novas regras para retorno às aulas presenciais,"Proposta foi enviada pelo prefeito Bruno Covas (PSDB) à Câmara Municipal para análise dos vereadores nesta terça-feira (21), com base nas diretrizes de retomada das aulas em todo o estado de SP. ", São Paulo ,2020-07-20 19:31:27.927538,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/20/prefeitura-de-sao-paulo-define-novas-regras-para-retorno-as-aulas-presenciais.ghtml,1,0.5983730642011168,0.4016269357988832
181,Advogado antifeminista é principal suspeito de matar filho de juíza nos EUA,"Vestido como funcionário de entregadora, homem atirou no coração do filho de 20 anos da juíza Esther Salas quando ele atendeu a porta da casa, e também feriu o marido. Advogado Roy Den Hollander cometeu suicídio a 100km do local do crime. ", Mundo ,2020-07-20 19:31:27.928027,G1,https://g1.globo.com/mundo/noticia/2020/07/20/advogado-antifeminista-e-principal-suspeito-de-matar-filho-de-juiza-nos-eua.ghtml,1,0.5983730642011168,0.4016269357988832
